,Dataset,Algorithm,Param No.,Corruption,Non-adapted,Adapted,Improved
0,ReefSet,PANNs,84794009,WHN-L1,0.8149724078817452,0.9367219210991674,0.12174951321742222
1,ReefSet,PANNs,84794009,WHN-L2,0.8080378920970058,0.9310024463525698,0.12296455425556396
2,ReefSet,PANNs,84794009,ENQ-L1,0.7616041110421868,0.8366518030776865,0.07504769203549966
3,ReefSet,PANNs,84794009,ENQ-L2,0.7688336769996946,0.8404187913862518,0.07158511438655712
4,ReefSet,PANNs,84794009,END1-L1,0.8815436106091756,0.929754952269061,0.04821134165988539
5,ReefSet,PANNs,84794009,END1-L2,0.8797006382849886,0.9353124372747059,0.055611798989717354
6,ReefSet,PANNs,84794009,END2-L1,0.8503900337642644,0.9111001145237041,0.06071008075943973
7,ReefSet,PANNs,84794009,END2-L2,0.8360753457980182,0.8928290969980203,0.056753751200002034
8,ReefSet,PANNs,84794009,ENSC-L1,0.7391462700336848,0.8670312704407568,0.12788500040707196
9,ReefSet,PANNs,84794009,ENSC-L2,0.7470274921472291,0.8489905209887681,0.10196302884153907
10,ReefSet,PANNs,84794009,PSH-L1,0.9325373014401784,0.9788231352962434,0.046285833856064995
11,ReefSet,PANNs,84794009,PSH-L2,0.9264960368688349,0.9764598202632516,0.04996378339441676
12,ReefSet,PANNs,84794009,TST-L1,0.7108149693955259,0.8993575319378148,0.18854256254228885
13,ReefSet,PANNs,84794009,TST-L2,0.6822371814609683,0.8833448693048517,0.20110768784388333
