,Dataset,Algorithm,Param No.,Corruption,Non-adapted,Adapted,Improved
0,UrbanSound8K,AMAuT,99080852,WHN-L1,0.6044526905130494,0.713116697624683,0.1086640071116336
1,UrbanSound8K,AMAuT,99080852,WHN-L2,0.6111401685942983,0.7147504293024393,0.10361026070814094
2,UrbanSound8K,AMAuT,99080852,ENSC-L1,0.5348702193417478,0.7089876271813005,0.17411740783955265
3,UrbanSound8K,AMAuT,99080852,ENSC-L2,0.553752696511147,0.7043469221583685,0.15059422564722147
4,UrbanSound8K,AMAuT,99080852,PSH-L1,0.6035467714940542,0.6452582198342989,0.04171144834024465
5,UrbanSound8K,AMAuT,99080852,PSH-L2,0.5549280090277008,0.5890308623003915,0.03410285327269069
6,UrbanSound8K,AMAuT,99080852,TST-L1,0.5183822964830602,0.697203230731434,0.17882093424837375
7,UrbanSound8K,AMAuT,99080852,TST-L2,0.5179962477302702,0.6984381676425887,0.1804419199123185
