,Dataset,Algorithm,Param No.,Corruption,Non-adapted,Adapted,Improved
0,UrbanSound8K,PANNs,84780131,WHN-L1,0.8211105472892044,0.8031235907062655,-0.017986956582938918
1,UrbanSound8K,PANNs,84780131,WHN-L2,0.826848894749238,0.8178948126671344,-0.008954082082103576
2,UrbanSound8K,PANNs,84780131,ENSC-L1,0.713885750105573,0.7759238958442107,0.06203814573863775
3,UrbanSound8K,PANNs,84780131,ENSC-L2,0.71166637380084,0.7684340483565382,0.0567676745556982
4,UrbanSound8K,PANNs,84780131,PSH-L1,0.8025277295551734,0.8232728516317465,0.020745122076573086
5,UrbanSound8K,PANNs,84780131,PSH-L2,0.7919476406661182,0.8177555589133787,0.025807918247260475
6,UrbanSound8K,PANNs,84780131,TST-L1,0.5112971558192924,0.826068974004891,0.31477181818559863
7,UrbanSound8K,PANNs,84780131,TST-L2,0.5007402549807789,0.8242941929924539,0.323553938011675
