,Dataset,Algorithm,Param No.,Corruption,Non-adapted,Adapted,Improved
0,SpeechCommandsV2,PANNs,84792981,WHN-L1,0.7127669241253975,0.17746478873239438,-0.5353021353930032
1,SpeechCommandsV2,PANNs,84792981,WHN-L2,0.7043162199000454,0.17074057246706043,-0.533575647432985
2,SpeechCommandsV2,PANNs,84792981,ENQ-L1,0.752112676056338,0.2057246706042708,-0.5463880054520672
3,SpeechCommandsV2,PANNs,84792981,ENQ-L2,0.7645615629259428,0.24725124943207633,-0.5173103134938665
4,SpeechCommandsV2,PANNs,84792981,END1-L1,0.8368923216719673,0.24743298500681507,-0.5894593366651522
5,SpeechCommandsV2,PANNs,84792981,END1-L2,0.8400726942298955,0.2507042253521127,-0.5893684688777828
6,SpeechCommandsV2,PANNs,84792981,END2-L1,0.8400726942298955,0.2547024079963653,-0.5853702862335302
7,SpeechCommandsV2,PANNs,84792981,END2-L2,0.8352567014993185,0.24752385279418446,-0.5877328487051341
8,SpeechCommandsV2,PANNs,84792981,ENSC-L1,0.6816901408450704,0.15774647887323945,-0.523943661971831
9,SpeechCommandsV2,PANNs,84792981,ENSC-L2,0.6881417537482962,0.19572921399363927,-0.49241253975465693
10,SpeechCommandsV2,PANNs,84792981,PSH-L1,0.7043162199000454,0.182916855974557,-0.5213993639254885
11,SpeechCommandsV2,PANNs,84792981,PSH-L2,0.567741935483871,0.15692866878691503,-0.41081326669695595
12,SpeechCommandsV2,PANNs,84792981,TST-L1,0.7070422535211267,0.3669241253975466,-0.3401181281235801
13,SpeechCommandsV2,PANNs,84792981,TST-L2,0.6906860517946388,0.3902771467514766,-0.3004089050431622
