,Dataset,Algorithm,Param No.,Corruption,Non-adapted,Adapted,Improved
0,VocalSound,AMAuT,97005989,WHN-L1,0.7268170426065163,0.8618769145084935,0.1350598719019772
1,VocalSound,AMAuT,97005989,WHN-L2,0.7142857142857143,0.858256752993595,0.14397103870788075
2,VocalSound,AMAuT,97005989,ENQ-L1,0.7850181008075745,0.8295739348370927,0.04455583402951824
3,VocalSound,AMAuT,97005989,ENQ-L2,0.7858535226956279,0.8401559454191033,0.05430242272347541
4,VocalSound,AMAuT,97005989,END1-L1,0.8212197159565581,0.8744082428292954,0.05318852687273734
5,VocalSound,AMAuT,97005989,END1-L2,0.8173210804789752,0.8774714564188248,0.06015037593984962
6,VocalSound,AMAuT,97005989,END2-L1,0.8148148148148148,0.8705096073517126,0.0556947925368978
7,VocalSound,AMAuT,97005989,END2-L2,0.8061821219715957,0.8758006126427179,0.06961849067112225
8,VocalSound,AMAuT,97005989,ENSC-L1,0.721526037315511,0.849067112225007,0.12754107490949596
9,VocalSound,AMAuT,97005989,ENSC-L2,0.7254246727930939,0.8345864661654135,0.10916179337231968
10,VocalSound,AMAuT,97005989,PSH-L1,0.8357003620161515,0.8440545808966862,0.00835421888053467
11,VocalSound,AMAuT,97005989,PSH-L2,0.8109161793372319,0.8064605959342801,-0.004455583402951824
12,VocalSound,AMAuT,97005989,TST-L1,0.7816764132553606,0.8699526594263436,0.08827624617098295
13,VocalSound,AMAuT,97005989,TST-L2,0.7766638819270398,0.859370648844333,0.08270676691729317
