,dataset,module,param_num,corruption_type,corruption_level,adaptation,accuracy,error_rate
0,SpeechCommandsV2,HuBERT,96479942,,,,97.60109041344843,2.398909586551568
1,SpeechCommandsV2,HuBERT,96479942,doing_the_dishes,3.0,,83.8255338482508,16.1744661517492
2,SpeechCommandsV2,HuBERT,96479942,exercise_bike,3.0,,83.4166288050886,16.583371194911393
3,SpeechCommandsV2,HuBERT,96479942,running_tap,3.0,,86.22444343480237,13.775556565197633
