,Dataset,Algorithm,Param No.,Corruption,Non-adapted,Adapted,Improved
0,SpeechCommandsV2,AMAuT,103072070,WHN-L1,0.7747387551113131,0.8838709677419355,0.10913221263062245
1,SpeechCommandsV2,AMAuT,103072070,WHN-L2,0.7583825533848251,0.879418446160836,0.1210358927760109
2,SpeechCommandsV2,AMAuT,103072070,ENQ-L1,0.8450704225352113,0.8694229895502045,0.02435256701499322
3,SpeechCommandsV2,AMAuT,103072070,ENQ-L2,0.8568832348932304,0.8789641072239891,0.022080872330758727
4,SpeechCommandsV2,AMAuT,103072070,END1-L1,0.9037710131758292,0.9212176283507496,0.01744661517492041
5,SpeechCommandsV2,AMAuT,103072070,END1-L2,0.9077691958200818,0.9224897773739209,0.014720581553839152
6,SpeechCommandsV2,AMAuT,103072070,END2-L1,0.9084961381190368,0.9241253975465697,0.015629259427532904
7,SpeechCommandsV2,AMAuT,103072070,END2-L2,0.902044525215811,0.915765561108587,0.013721035892775957
8,SpeechCommandsV2,AMAuT,103072070,ENSC-L1,0.7434802362562472,0.8598818718764198,0.1164016356201727
9,SpeechCommandsV2,AMAuT,103072070,ENSC-L2,0.7492957746478873,0.8533393911858246,0.10404361653793726
10,SpeechCommandsV2,AMAuT,103072070,PSH-L1,0.7395729213993639,0.8104497955474784,0.0708768741481145
11,SpeechCommandsV2,AMAuT,103072070,PSH-L2,0.5857337573830077,0.698682417083144,0.11294865970013634
12,SpeechCommandsV2,AMAuT,103072070,TST-L1,0.8871422080872331,0.9455701953657428,0.05842798727850973
13,SpeechCommandsV2,AMAuT,103072070,TST-L2,0.8741481144934121,0.9401181281235802,0.06597001363016808
