,dataset,module,param_num,corruption_type,corruption_level,adaptation,accuracy,error_rate
0,SpeechCommandsV2,AuT,103072070,,,,95.55656519763744,4.44343480236256
1,SpeechCommandsV2,AuT,103072070,doing_the_dishes,3.0,,73.47569286687869,26.52430713312131
2,SpeechCommandsV2,AuT,103072070,exercise_bike,3.0,,78.08268968650613,21.91731031349387
3,SpeechCommandsV2,AuT,103072070,running_tap,3.0,,80.75420263516583,19.245797364834175
