,Dataset,Algorithm,Param No.,Corruption,Non-adapted,Adapted,Improved
0,ReefSet,AMAuT,99136586,WHN-L1,0.7833925818815668,0.9334429940678277,0.15005041218626092
1,ReefSet,AMAuT,99136586,WHN-L2,0.7675374323499219,0.9281077805352856,0.16057034818536375
2,ReefSet,AMAuT,99136586,ENQ-L1,0.6492843760216442,0.7822423466336363,0.1329579706119921
3,ReefSet,AMAuT,99136586,ENQ-L2,0.656838780913702,0.8071709080231179,0.1503321271094159
4,ReefSet,AMAuT,99136586,END1-L1,0.8273812565683852,0.9052068540002165,0.07782559743183126
5,ReefSet,AMAuT,99136586,END1-L2,0.8405319574945191,0.9125733859424575,0.07204142844793837
6,ReefSet,AMAuT,99136586,END2-L1,0.7671032936705859,0.8975994409596385,0.13049614728905257
7,ReefSet,AMAuT,99136586,END2-L2,0.7490781056217047,0.8752168165535931,0.12613871093188833
8,ReefSet,AMAuT,99136586,ENSC-L1,0.7066562689871698,0.7926872382730249,0.08603096928585507
9,ReefSet,AMAuT,99136586,ENSC-L2,0.6953166221533115,0.8137766438000632,0.11846002164675173
10,ReefSet,AMAuT,99136586,PSH-L1,0.7962904619624862,0.8550933591443535,0.058802897181867264
11,ReefSet,AMAuT,99136586,PSH-L2,0.7672810176152896,0.8433427736560857,0.07606175604079612
12,ReefSet,AMAuT,99136586,TST-L1,0.6703832213214267,0.986398901081631,0.3160156797602043
13,ReefSet,AMAuT,99136586,TST-L2,0.6750951888802983,0.9831035287299428,0.3080083398496445
