,Dataset,Algorithm,Param No.,Corruption,Non-adapted,Adapted,Improved
0,ReefSet,AMAuT,99136586,WHN-L1,0.7833939334042697,0.9169126870614187,0.13351875365714905
1,ReefSet,AMAuT,99136586,WHN-L2,0.7675408671907251,0.9096626483887196,0.14212178119799446
2,ReefSet,AMAuT,99136586,ENQ-L1,0.6492901187771858,0.7798683159433671,0.13057819716618135
3,ReefSet,AMAuT,99136586,ENQ-L2,0.6568327560229308,0.7870140818635679,0.13018132584063713
4,ReefSet,AMAuT,99136586,END1-L1,0.8273759463404415,0.9047645239266576,0.07738857758621609
5,ReefSet,AMAuT,99136586,END1-L2,0.8405338929808582,0.9034117921317513,0.06287789915089304
6,ReefSet,AMAuT,99136586,END2-L1,0.7671006893409985,0.8777453528371313,0.11064466349613278
7,ReefSet,AMAuT,99136586,END2-L2,0.7490810098830067,0.8562348800717746,0.10715387018876787
8,ReefSet,AMAuT,99136586,ENSC-L1,0.7066614929394818,0.839802368168954,0.13314087522947227
9,ReefSet,AMAuT,99136586,ENSC-L2,0.6953206623290143,0.8160584019653947,0.12073773963638035
10,ReefSet,AMAuT,99136586,PSH-L1,0.7962929674574211,0.8506952197377631,0.05440225228034201
11,ReefSet,AMAuT,99136586,PSH-L2,0.7672865548511862,0.8348599922335638,0.06757343738237753
12,ReefSet,AMAuT,99136586,TST-L1,0.6703839776220678,0.9824591054763869,0.3120751278543191
13,ReefSet,AMAuT,99136586,TST-L2,0.6750927603731053,0.974621146026747,0.2995283856536417
