,Dataset,Algorithm,Param No.,Corruption,Non-adapted,Adapted,Improved
0,ReefSet,AMAuT,99136586,WHN-L1,0.7833931864343425,0.4945663377393937,-0.28882684869494885
1,ReefSet,AMAuT,99136586,WHN-L2,0.7675404235847075,0.4954388028793111,-0.27210162070539645
2,ReefSet,AMAuT,99136586,ENQ-L1,0.6492880689085575,0.4699183581289656,-0.1793697107795919
3,ReefSet,AMAuT,99136586,ENQ-L2,0.6568341911263715,0.4756300865150074,-0.18120410461136416
4,ReefSet,AMAuT,99136586,END1-L1,0.8273752942267417,0.4847454627666839,-0.3426298314600578
5,ReefSet,AMAuT,99136586,END1-L2,0.8405342763640073,0.4844186234366599,-0.3561156529273474
6,ReefSet,AMAuT,99136586,END2-L1,0.7671015894261265,0.4835595039352979,-0.2835420854908286
7,ReefSet,AMAuT,99136586,END2-L2,0.7490759161269523,0.47890119376943185,-0.2701747223575205
8,ReefSet,AMAuT,99136586,ENSC-L1,0.7066615872806219,0.4717529547686515,-0.23490863251197042
9,ReefSet,AMAuT,99136586,ENSC-L2,0.6953188030257024,0.4608246007616912,-0.2344942022640112
10,ReefSet,AMAuT,99136586,PSH-L1,0.7962926168519278,0.4981600333301387,-0.29813258352178906
11,ReefSet,AMAuT,99136586,PSH-L2,0.7672862389776608,0.49676024182625,-0.2705259971514108
12,ReefSet,AMAuT,99136586,TST-L1,0.6703819697505182,0.5136200770245122,-0.15676189272600605
13,ReefSet,AMAuT,99136586,TST-L2,0.6750929087398017,0.5151788280480739,-0.15991408069172774
